fips,state,name,lat,long
17005,IL,Bond County,38.885924,-89.436592
17007,IL,Boone County,42.318983,-88.824295
17009,IL,Brown County,39.962069,-90.750309
17011,IL,Bureau County,41.401304,-89.528377
17013,IL,Calhoun County,39.164262,-90.666295
17015,IL,Carroll County,42.0709,-89.924189
17017,IL,Cass County,39.969202,-90.245704
17019,IL,Champaign County,40.138985,-88.196975
17021,IL,Christian County,39.545524,-89.279593
17023,IL,Clark County,39.332334,-87.791683
17025,IL,Clay County,38.746819,-88.482325
17027,IL,Clinton County,38.606295,-89.426228
17029,IL,Coles County,39.51368,-88.220782
17031,IL,Cook County,41.894294,-87.645455
17033,IL,Crawford County,39.002787,-87.760619
17035,IL,Cumberland County,39.273121,-88.240619
17037,IL,DeKalb County,41.894612,-88.768991
17039,IL,De Witt County,40.181499,-88.901853
17041,IL,Douglas County,39.766078,-88.222866
17043,IL,DuPage County,41.852058,-88.086039
17045,IL,Edgar County,39.679037,-87.74711
17047,IL,Edwards County,38.417095,-88.047941
17049,IL,Effingham County,39.047945,-88.592849
17051,IL,Fayette County,39.001125,-89.017923
17053,IL,Ford County,40.596539,-88.224588
17055,IL,Franklin County,37.991852,-88.926321
17057,IL,Fulton County,40.46524,-90.202269
17059,IL,Gallatin County,37.768677,-88.227964
17061,IL,Greene County,39.355439,-90.387682
17063,IL,Grundy County,41.29241,-88.401054
17065,IL,Hamilton County,38.085227,-88.539009
17067,IL,Hancock County,40.401318,-91.168801
17069,IL,Hardin County,37.517852,-88.266148
17071,IL,Henderson County,40.814471,-90.941246
17073,IL,Henry County,41.350021,-90.130838
17075,IL,Iroquois County,40.748867,-87.833601
17077,IL,Jackson County,37.786096,-89.381212
17079,IL,Jasper County,39.004874,-88.150763
17081,IL,Jefferson County,38.30078,-88.92421
17083,IL,Jersey County,39.080195,-90.361385
17085,IL,Jo Daviess County,42.362391,-90.21147
17087,IL,Johnson County,37.460709,-88.882131
17089,IL,Kane County,41.939594,-88.42804
17091,IL,Kankakee County,41.13951,-87.861117
17093,IL,Kendall County,41.58814,-88.430626
17095,IL,Knox County,40.930945,-90.213792
17097,IL,Lake County,42.326441,-87.435976
17099,IL,LaSalle County,41.343341,-88.885931
17101,IL,Lawrence County,38.718954,-87.730221
17103,IL,Lee County,41.747447,-89.299362
17105,IL,Livingston County,40.894376,-88.552852
17107,IL,Logan County,40.129277,-89.365309
17109,IL,McDonough County,40.455808,-90.678954
17111,IL,McHenry County,42.324298,-88.452245
17113,IL,McLean County,40.494559,-88.844539
17115,IL,Macon County,39.860237,-88.961529
17117,IL,Macoupin County,39.265914,-89.92633000000001
17119,IL,Madison County,38.82712,-89.900227
17121,IL,Marion County,38.648236,-88.920362
17123,IL,Marshall County,41.031119,-89.342371
17125,IL,Mason County,40.236993,-89.913575
17127,IL,Massac County,37.216119,-88.705658
17129,IL,Menard County,40.022569,-89.794133
17131,IL,Mercer County,41.205605,-90.74177
17133,IL,Monroe County,38.277983,-90.179078
17135,IL,Montgomery County,39.228068,-89.478141
17137,IL,Morgan County,39.717668,-90.205005
17139,IL,Moultrie County,39.636896,-88.625726
17141,IL,Ogle County,42.041884,-89.320176
17143,IL,Peoria County,40.785972,-89.766993
17145,IL,Perry County,38.084381,-89.368525
17147,IL,Piatt County,40.009033,-88.592355
17149,IL,Pike County,39.625106,-90.889034
17151,IL,Pope County,37.417169,-88.542374
17153,IL,Pulaski County,37.215615,-89.127755
17155,IL,Putnam County,41.198961,-89.298347
17157,IL,Randolph County,38.056515,-89.82121
17159,IL,Richland County,38.712187,-88.085452
17161,IL,Rock Island County,41.468421,-90.572125
17163,IL,St. Clair County,38.470198,-89.928546
17165,IL,Saline County,37.751508,-88.545024
17167,IL,Sangamon County,39.756867,-89.662425
17169,IL,Schuyler County,40.156905,-90.613464
17171,IL,Scott County,39.637002,-90.477771
17173,IL,Shelby County,39.384926,-88.798862
17175,IL,Stark County,41.096908,-89.797411
17177,IL,Stephenson County,42.349726,-89.665994
17179,IL,Tazewell County,40.508074,-89.51626
17181,IL,Union County,37.485652,-89.244639
17183,IL,Vermilion County,40.186754,-87.726778
17185,IL,Wabash County,38.445821,-87.839167
17187,IL,Warren County,40.850441000000004,-90.620223
17189,IL,Washington County,38.35314,-89.417187
17191,IL,Wayne County,38.431857,-88.43243
17193,IL,White County,38.087326,-88.178623
17195,IL,Whiteside County,41.750673,-89.911005
17197,IL,Will County,41.448474,-87.978456
17199,IL,Williamson County,37.730353,-88.930018
17201,IL,Winnebago County,42.337396,-89.161205
17203,IL,Woodford County,40.789787,-89.210587
18001,IN,Adams County,40.745733,-84.93613
18003,IN,Allen County,41.091909,-85.071791
18005,IN,Bartholomew County,39.205843,-85.897999
18007,IN,Benton County,40.600939,-87.314786
18009,IN,Blackford County,40.472672,-85.32373
18011,IN,Boone County,40.050892,-86.469014
18013,IN,Brown County,39.195113,-86.230121
18015,IN,Carroll County,40.58498,-86.565141
18017,IN,Cass County,40.753799,-86.355168
18019,IN,Clark County,38.476217,-85.711122
18021,IN,Clay County,39.393928,-87.115858
18023,IN,Clinton County,40.305944,-86.477567
18025,IN,Crawford County,38.289433,-86.440871
18027,IN,Daviess County,38.69609,-87.076943
18029,IN,Dearborn County,39.14832,-84.973498
18031,IN,Decatur County,39.30598,-85.499831
18033,IN,DeKalb County,41.401189,-85.000185
18035,IN,Delaware County,40.227543,-85.399262
18037,IN,Dubois County,38.373344,-86.873385
18039,IN,Elkhart County,41.600693,-85.863986
18041,IN,Fayette County,39.639655,-85.185032
18043,IN,Floyd County,38.318081,-85.911847
18045,IN,Fountain County,40.121237,-87.234872
18047,IN,Franklin County,39.409762,-85.066964
18049,IN,Fulton County,41.050384,-86.265006
18051,IN,Gibson County,38.317398,-87.580523
18053,IN,Grant County,40.515758,-85.654946
18055,IN,Greene County,39.047147,-87.004771
18057,IN,Hamilton County,40.053507,-86.021713
18059,IN,Hancock County,39.822529,-85.77315
18061,IN,Harrison County,38.186454,-86.103766
18063,IN,Hendricks County,39.768963,-86.509908
18065,IN,Henry County,39.929591,-85.397363
18067,IN,Howard County,40.483537,-86.114118
18069,IN,Huntington County,40.826394,-85.478597
18071,IN,Jackson County,38.911957,-86.042516
18073,IN,Jasper County,41.017688,-87.118814
18075,IN,Jay County,40.434956,-85.002331
18077,IN,Jefferson County,38.783604,-85.44009
18079,IN,Jennings County,38.996229,-85.628103
18081,IN,Johnson County,39.496092,-86.094264
18083,IN,Knox County,38.688391,-87.420354
18085,IN,Kosciusko County,41.244293,-85.861575
18087,IN,LaGrange County,41.642462,-85.427845
18089,IN,Lake County,41.472247,-87.374337
18091,IN,LaPorte County,41.549013,-86.744739
18093,IN,Lawrence County,38.839815,-86.48782
18095,IN,Madison County,40.166203,-85.722454
18097,IN,Marion County,39.782976,-86.135794
18099,IN,Marshall County,41.325003,-86.269036
18101,IN,Martin County,38.705322,-86.801847
18103,IN,Miami County,40.772883,-86.044258
18105,IN,Monroe County,39.160729,-86.52331
18107,IN,Montgomery County,40.040296,-86.892715
18109,IN,Morgan County,39.482646,-86.447457
18111,IN,Newton County,40.962399,-87.402172
18113,IN,Noble County,41.404679,-85.417271
18115,IN,Ohio County,38.940527,-84.964299
18117,IN,Orange County,38.547381,-86.489257
18119,IN,Owen County,39.317339,-86.838845
18121,IN,Parke County,39.77425,-87.19695
18123,IN,Perry County,38.081436,-86.62654
18125,IN,Pike County,38.397961,-87.232547
18127,IN,Porter County,41.509914,-87.071313
18129,IN,Posey County,38.027614,-87.868653
18131,IN,Pulaski County,41.045272,-86.692538
18133,IN,Putnam County,39.665548,-86.853373
18135,IN,Randolph County,40.164079,-85.00579
18137,IN,Ripley County,39.100226,-85.260494
18139,IN,Rush County,39.622379,-85.466446
18141,IN,St. Joseph County,41.617723,-86.288048
18143,IN,Scott County,38.679431,-85.751898
18145,IN,Shelby County,39.524135,-85.792174
18147,IN,Spencer County,38.009697,-87.010375
18149,IN,Starke County,41.284478,-86.644636
18151,IN,Steuben County,41.643467,-85.002405
18153,IN,Sullivan County,39.089225,-87.415843
18155,IN,Switzerland County,38.825854,-85.029681
18157,IN,Tippecanoe County,40.389133,-86.893554
18159,IN,Tipton County,40.310229,-86.056207
18161,IN,Union County,39.623111,-84.925152
18163,IN,Vanderburgh County,38.02007,-87.586166
18165,IN,Vermillion County,39.854045,-87.462071
18167,IN,Vigo County,39.429143,-87.390375
18169,IN,Wabash County,40.843747,-85.795192
18171,IN,Warren County,40.352658,-87.375847
18173,IN,Warrick County,38.097728,-87.272049
18175,IN,Washington County,38.600613,-86.104751
18177,IN,Wayne County,39.863091,-85.006735
18179,IN,Wells County,40.735273,-85.212974
18181,IN,White County,40.75095,-86.864293
18183,IN,Whitley County,41.136426,-85.501892
19001,IA,Adair County,41.328528,-94.478164
19003,IA,Adams County,41.021656,-94.696906
19005,IA,Allamakee County,43.274964,-91.382751
19007,IA,Appanoose County,40.744296,-92.873061
19009,IA,Audubon County,41.679178,-94.904312
19011,IA,Benton County,42.092547,-92.05763
19013,IA,Black Hawk County,42.471132,-92.3076
19015,IA,Boone County,42.038642,-93.938358
19017,IA,Bremer County,42.780895,-92.327356
19019,IA,Buchanan County,42.470328,-91.838666
19021,IA,Buena Vista County,42.741522,-95.141432
19023,IA,Butler County,42.734757,-92.780153
19025,IA,Calhoun County,42.38617,-94.643683
19027,IA,Carroll County,42.039492,-94.867647
19029,IA,Cass County,41.333824,-94.933302
19031,IA,Cedar County,41.77236,-91.132611
19033,IA,Cerro Gordo County,43.074975,-93.250965
19035,IA,Cherokee County,42.742737,-95.633262
19037,IA,Chickasaw County,43.059741,-92.31721
19039,IA,Clarke County,41.029191,-93.784096
19041,IA,Clay County,43.081224,-95.149875
19043,IA,Clayton County,42.840985,-91.323576
19045,IA,Clinton County,41.898073,-90.534243
19047,IA,Crawford County,42.043119,-95.38909
19049,IA,Dallas County,41.68532,-94.040706
19051,IA,Davis County,40.748089,-92.410345
19053,IA,Decatur County,40.736379,-93.78458
19055,IA,Delaware County,42.472937,-91.366767
19057,IA,Des Moines County,40.915339,-91.186925
19059,IA,Dickinson County,43.389611,-95.196057
19061,IA,Dubuque County,42.463481,-90.878771
19063,IA,Emmet County,43.377984,-94.66937
19065,IA,Fayette County,42.864122,-91.840376
19067,IA,Floyd County,43.052741,-92.787367
19069,IA,Franklin County,42.736545,-93.271415
19071,IA,Fremont County,40.74259,-95.599182
19073,IA,Greene County,42.042494,-94.388703
19075,IA,Grundy County,42.403339,-92.790244
19077,IA,Guthrie County,41.683573,-94.501272
19079,IA,Hamilton County,42.390768,-93.709198
19081,IA,Hancock County,43.075411,-93.743697
19083,IA,Hardin County,42.390208,-93.241669
19085,IA,Harrison County,41.688584,-95.827149
19087,IA,Henry County,40.984802,-91.547259
19089,IA,Howard County,43.365312,-92.321908
19091,IA,Humboldt County,42.782221,-94.202775
19093,IA,Ida County,42.39186,-95.507421
19095,IA,Iowa County,41.683918,-92.059123
19097,IA,Jackson County,42.164226,-90.574582
19099,IA,Jasper County,41.685551,-93.054147
19101,IA,Jefferson County,41.005888,-91.966634
19103,IA,Johnson County,41.670668,-91.590529
19105,IA,Jones County,42.125118,-91.116914
19107,IA,Keokuk County,41.331182,-92.167721
19109,IA,Kossuth County,43.212478,-94.213983
19111,IA,Lee County,40.647588,-91.477157
19113,IA,Linn County,42.077951,-91.597674
19115,IA,Louisa County,41.218211,-91.256994
19117,IA,Lucas County,41.033344,-93.331467
19119,IA,Lyon County,43.38358,-96.207201
19121,IA,Madison County,41.330622,-94.015184
19123,IA,Mahaska County,41.330797,-92.636366
19125,IA,Marion County,41.331455,-93.093849
19127,IA,Marshall County,42.041691,-92.981452
19129,IA,Mills County,41.033703,-95.619101
19131,IA,Mitchell County,43.348564,-92.784466
19133,IA,Monona County,42.049432,-95.956566
19135,IA,Monroe County,41.028847,-92.869642
19137,IA,Montgomery County,41.021735,-95.15779
19139,IA,Muscatine County,41.483776,-91.118699
19141,IA,O'Brien County,43.083746,-95.625624
19143,IA,Osceola County,43.378542,-95.633788
19145,IA,Page County,40.73909,-95.14429
19147,IA,Palo Alto County,43.075337,-94.669055
19149,IA,Plymouth County,42.737585,-96.215864
19151,IA,Pocahontas County,42.734033,-94.678279
19153,IA,Polk County,41.684816,-93.568971
19155,IA,Pottawattamie County,41.340184,-95.544905
19157,IA,Poweshiek County,41.684526,-92.522882
19159,IA,Ringgold County,40.735334,-94.244251
19161,IA,Sac County,42.387526,-95.105224
19163,IA,Scott County,41.642079,-90.622289
19165,IA,Shelby County,41.679014,-95.308917
19167,IA,Sioux County,43.082646,-96.17801
19169,IA,Story County,42.037538,-93.466093
19171,IA,Tama County,42.074848,-92.529411
19173,IA,Taylor County,40.737949,-94.697108
19175,IA,Union County,41.02855,-94.245091
19177,IA,Van Buren County,40.754117,-91.952943
19179,IA,Wapello County,41.031275,-92.409466
19181,IA,Warren County,41.332446,-93.568751
19183,IA,Washington County,41.329401,-91.725052
19185,IA,Wayne County,40.739983,-93.332613
19187,IA,Webster County,42.433579,-94.175831
19189,IA,Winnebago County,43.378124,-93.743488
19191,IA,Winneshiek County,43.292989,-91.850788
19193,IA,Woodbury County,42.39322,-96.053296
19195,IA,Worth County,43.373491,-93.248533
19197,IA,Wright County,42.733007,-93.734735
20001,KS,Allen County,37.884228,-95.300945
20003,KS,Anderson County,38.215114,-95.292046
20005,KS,Atchison County,39.532544,-95.313397
20007,KS,Barber County,37.222906,-98.685052
20009,KS,Barton County,38.481239,-98.767837
20011,KS,Bourbon County,37.8561,-94.850928
20013,KS,Brown County,39.825931,-95.569905
20015,KS,Butler County,37.773649,-96.83884
20017,KS,Chase County,38.299475,-96.594029
20019,KS,Chautauqua County,37.154259,-96.245396
20021,KS,Cherokee County,37.169392,-94.845698
20023,KS,Cheyenne County,39.789917,-101.727325
20025,KS,Clark County,37.233831,-99.813869
20027,KS,Clay County,39.344964,-97.168853
20029,KS,Cloud County,39.487329,-97.64139
20031,KS,Coffey County,38.23645,-95.729137
20033,KS,Comanche County,37.181442,-99.251293
20035,KS,Cowley County,37.234507,-96.837247
20037,KS,Crawford County,37.505821,-94.853897
20039,KS,Decatur County,39.783542,-100.459708
20041,KS,Dickinson County,38.867735,-97.157943
20043,KS,Doniphan County,39.788502,-95.147225
20045,KS,Douglas County,38.896417,-95.290947
20047,KS,Edwards County,37.883595,-99.304746
20049,KS,Elk County,37.456026,-96.244642
20051,KS,Ellis County,38.914597,-99.317313
20053,KS,Ellsworth County,38.700845,-98.205355
20055,KS,Finney County,38.049808,-100.739967
20057,KS,Ford County,37.688416,-99.884748
20059,KS,Franklin County,38.558019,-95.278962
20061,KS,Geary County,39.002139,-96.7681
20063,KS,Gove County,38.917239,-100.48736
20065,KS,Graham County,39.354972,-99.879894
20067,KS,Grant County,37.547537,-101.299362
20069,KS,Gray County,37.744513,-100.451716
20071,KS,Greeley County,38.480404,-101.80597
20073,KS,Greenwood County,37.879347,-96.241732
20075,KS,Hamilton County,37.995244,-101.793689
20077,KS,Harper County,37.188184,-98.06659
20079,KS,Harvey County,38.050144,-97.436706
20081,KS,Haskell County,37.554979,-100.879952
20083,KS,Hodgeman County,38.087493,-99.898407
20085,KS,Jackson County,39.411145,-95.794485
20087,KS,Jefferson County,39.239644,-95.375314
20089,KS,Jewell County,39.777002,-98.222618
20091,KS,Johnson County,38.883907,-94.82233
20093,KS,Kearny County,37.994461,-101.308136
20095,KS,Kingman County,37.552951,-98.144529
20097,KS,Kiowa County,37.561231,-99.286539
20099,KS,Labette County,37.191468,-95.297473
20101,KS,Lane County,38.481286,-100.466185
20103,KS,Leavenworth County,39.189511,-95.038977
20105,KS,Lincoln County,39.04728,-98.214284
20107,KS,Linn County,38.216549,-94.844932
20109,KS,Logan County,38.91327,-101.157402
20111,KS,Lyon County,38.455403,-96.161641
20113,KS,McPherson County,38.395812,-97.647489
20115,KS,Marion County,38.359647,-97.102771
20117,KS,Marshall County,39.782709,-96.521243
20119,KS,Meade County,37.243886,-100.360094
20121,KS,Miami County,38.566772,-94.832963
20123,KS,Mitchell County,39.393026,-98.207362
20125,KS,Montgomery County,37.189537,-95.742403
20127,KS,Morris County,38.688204,-96.651448
20129,KS,Morton County,37.185249,-101.809516
20131,KS,Nemaha County,39.791043,-96.005381
20133,KS,Neosho County,37.564283,-95.315682
20135,KS,Ness County,38.480437,-99.908745
20137,KS,Norton County,39.783867,-99.899235
20139,KS,Osage County,38.650215,-95.708255
20141,KS,Osborne County,39.348261,-98.767942
20143,KS,Ottawa County,39.137963,-97.654802
20145,KS,Pawnee County,38.181477,-99.234772
20147,KS,Phillips County,39.784506,-99.34215
20149,KS,Pottawatomie County,39.382187,-96.337113
20151,KS,Pratt County,37.647594,-98.74012
20153,KS,Rawlins County,39.786198,-101.076738
20155,KS,Reno County,37.948185,-98.078346
20157,KS,Republic County,39.828906,-97.650883
20159,KS,Rice County,38.347178,-98.201415
20161,KS,Riley County,39.291211,-96.727489
20163,KS,Rooks County,39.346006,-99.324492
20165,KS,Rush County,38.523596,-99.309184
20167,KS,Russell County,38.91604,-98.770949
20169,KS,Saline County,38.791804,-97.651478
20171,KS,Scott County,38.481877,-100.90636
20173,KS,Sedgwick County,37.681045,-97.461054
20175,KS,Seward County,37.18096,-100.855257
20177,KS,Shawnee County,39.041805,-95.755664
20179,KS,Sheridan County,39.350547,-100.441228
20181,KS,Sherman County,39.351352,-101.719859
20183,KS,Smith County,39.78466,-98.785429
20185,KS,Stafford County,38.03563,-98.719889
20187,KS,Stanton County,37.565932,-101.789383
20189,KS,Stevens County,37.2017,-101.317268
20191,KS,Sumner County,37.236662,-97.493352
20193,KS,Thomas County,39.357713,-101.083386
20195,KS,Trego County,38.921302,-99.865423
20197,KS,Wabaunsee County,38.955154,-96.201262
20199,KS,Wallace County,38.926626,-101.771103
20201,KS,Washington County,39.776714,-97.095611
20203,KS,Wichita County,38.481922,-101.347434
20205,KS,Wilson County,37.558515,-95.745175
20207,KS,Woodson County,37.888193,-95.758469
20209,KS,Wyandotte County,39.115384,-94.763087
21001,KY,Adair County,37.105559,-85.28138
21003,KY,Allen County,36.75077,-86.192458
21005,KY,Anderson County,38.005396,-84.986417
21007,KY,Ballard County,37.051323,-89.010367
21009,KY,Barren County,36.962805,-85.932108
21011,KY,Bath County,38.152249,-83.737641
21013,KY,Bell County,36.728928,-83.680718
21015,KY,Boone County,38.9589,-84.736371
21017,KY,Bourbon County,38.202562,-84.20986
21019,KY,Boyd County,38.360004,-82.681406
21021,KY,Boyle County,37.618104,-84.868352
21023,KY,Bracken County,38.680365,-84.115235
21025,KY,Breathitt County,37.517807,-83.317158
21027,KY,Breckinridge County,37.777988,-86.432919
21029,KY,Bullitt County,37.969945,-85.702636
21031,KY,Butler County,37.207013,-86.682471
21033,KY,Caldwell County,37.148642,-87.870509
21035,KY,Calloway County,36.620978,-88.274086
21037,KY,Campbell County,38.946981,-84.379583
21039,KY,Carlisle County,36.85718,-88.976614
21041,KY,Carroll County,38.668394,-85.124024
21043,KY,Carter County,38.309549,-83.048796
21045,KY,Casey County,37.321962,-84.92822
21047,KY,Christian County,36.892059,-87.492986
21049,KY,Clark County,37.970314,-84.145115
21051,KY,Clay County,37.164273,-83.715473
21053,KY,Clinton County,36.727258,-85.136098
21055,KY,Crittenden County,37.358149,-88.10501
21057,KY,Cumberland County,36.782372,-85.388484
21059,KY,Daviess County,37.731671,-87.087139
21061,KY,Edmonson County,37.227514,-86.218015
21063,KY,Elliott County,38.116883,-83.096116
21065,KY,Estill County,37.692449,-83.963983
21067,KY,Fayette County,38.040675,-84.458274
21069,KY,Fleming County,38.367848,-83.699205
21071,KY,Floyd County,37.552456,-82.739724
21073,KY,Franklin County,38.234919,-84.868786
21075,KY,Fulton County,36.552511,-89.187659
21077,KY,Gallatin County,38.760103,-84.862153
21079,KY,Garrard County,37.630162,-84.545856
21081,KY,Grant County,38.649167,-84.625924
21083,KY,Graves County,36.723344,-88.649897
21085,KY,Grayson County,37.458577,-86.344011
21087,KY,Green County,37.275382,-85.578483
21089,KY,Greenup County,38.563562,-82.93382
21091,KY,Hancock County,37.843325,-86.792761
21093,KY,Hardin County,37.695836,-85.963183
21095,KY,Harlan County,36.859223,-83.221497
21097,KY,Harrison County,38.444578,-84.334131
21099,KY,Hart County,37.309097,-85.882123
21101,KY,Henderson County,37.792542,-87.572577
21103,KY,Henry County,38.451383,-85.119647
21105,KY,Hickman County,36.675896,-88.972084
21107,KY,Hopkins County,37.31107,-87.542196
21109,KY,Jackson County,37.403458,-84.020576
21111,KY,Jefferson County,38.189532,-85.657624
21113,KY,Jessamine County,37.873291,-84.58396
21115,KY,Johnson County,37.847756,-82.830121
21117,KY,Kenton County,38.930503,-84.533438
21119,KY,Knott County,37.354368,-82.952546
21121,KY,Knox County,36.8885,-83.855551
21123,KY,Larue County,37.544462,-85.696841
21125,KY,Laurel County,37.113268,-84.119395
21127,KY,Lawrence County,38.074453,-82.73829
21129,KY,Lee County,37.608116,-83.719248
21131,KY,Leslie County,37.087846,-83.388617
21133,KY,Letcher County,37.118536,-82.861251
21135,KY,Lewis County,38.535047,-83.370143
21137,KY,Lincoln County,37.457174,-84.658335
21139,KY,Livingston County,37.209517,-88.363426
21141,KY,Logan County,36.859607,-86.881288
21143,KY,Lyon County,37.023976,-88.083391
21145,KY,McCracken County,37.054111,-88.712454
21147,KY,McCreary County,36.731136,-84.491052
21149,KY,McLean County,37.526707,-87.265597
21151,KY,Madison County,37.725511,-84.278362
21153,KY,Magoffin County,37.698983,-83.069721
21155,KY,Marion County,37.552604,-85.268959
21157,KY,Marshall County,36.882017,-88.332752
21159,KY,Martin County,37.796774,-82.506623
21161,KY,Mason County,38.594137,-83.828125
21163,KY,Meade County,37.967476,-86.200863
21165,KY,Menifee County,37.935501,-83.589365
21167,KY,Mercer County,37.812085,-84.879695
21169,KY,Metcalfe County,36.99243,-85.633456
21171,KY,Monroe County,36.714077,-85.713508
21173,KY,Montgomery County,38.038109,-83.912416
21175,KY,Morgan County,37.92294,-83.258944
21177,KY,Muhlenberg County,37.213816,-87.134092
21179,KY,Nelson County,37.80312,-85.465931
21181,KY,Nicholas County,38.338031,-84.026223
21183,KY,Ohio County,37.477859,-86.844871
21185,KY,Oldham County,38.400127,-85.456152
21187,KY,Owen County,38.499395,-84.84159
21189,KY,Owsley County,37.423622,-83.691637
21191,KY,Pendleton County,38.696284,-84.351943
21193,KY,Perry County,37.241282,-83.217772
21195,KY,Pike County,37.486031,-82.410912
21197,KY,Powell County,37.809907,-83.831354
21199,KY,Pulaski County,37.107374,-84.576953
21201,KY,Robertson County,38.513473,-84.06423
21203,KY,Rockcastle County,37.36105,-84.314368
21205,KY,Rowan County,38.204266,-83.428079
21207,KY,Russell County,36.990587,-85.05495
21209,KY,Scott County,38.28571,-84.57834
21211,KY,Shelby County,38.239011,-85.228247
21213,KY,Simpson County,36.740937,-86.581793
21215,KY,Spencer County,38.025411,-85.317174
21217,KY,Taylor County,37.36621,-85.328059
21219,KY,Todd County,36.840338,-87.183642
21221,KY,Trigg County,36.807681,-87.858652
21223,KY,Trimble County,38.62004,-85.351208
21225,KY,Union County,37.658029,-87.95165
21227,KY,Warren County,36.995634,-86.423579
21229,KY,Washington County,37.754209,-85.175416
21231,KY,Wayne County,36.800772,-84.82659
21233,KY,Webster County,37.51946,-87.68479
21235,KY,Whitley County,36.758024,-84.144648
21237,KY,Wolfe County,37.743893,-83.49511
21239,KY,Woodford County,38.043103,-84.748855
22001,LA,Acadia Parish,30.291497,-92.411037
22003,LA,Allen Parish,30.652744,-92.819605
22005,LA,Ascension Parish,30.206444,-90.912502
22007,LA,Assumption Parish,29.898853,-91.052465
22009,LA,Avoyelles Parish,31.088503,-91.983275
22011,LA,Beauregard Parish,30.645018,-93.340253
22013,LA,Bienville Parish,32.340952,-93.041151
22015,LA,Bossier Parish,32.698481,-93.626561
22017,LA,Caddo Parish,32.577195,-93.882423
22019,LA,Calcasieu Parish,30.229559,-93.358015
22021,LA,Caldwell Parish,32.101219,-92.114231
22023,LA,Cameron Parish,29.871812,-93.164948
22025,LA,Catahoula Parish,31.666517,-91.846703
22027,LA,Claiborne Parish,32.82716,-92.989728
22029,LA,Concordia Parish,31.469805,-91.626315
22031,LA,De Soto Parish,32.059248,-93.740797
22033,LA,East Baton Rouge Parish,30.54393,-91.093131
22035,LA,East Carroll Parish,32.73017,-91.234141
22037,LA,East Feliciana Parish,30.839784,-91.043434
22039,LA,Evangeline Parish,30.720693,-92.404086
22041,LA,Franklin Parish,32.139076,-91.672371
22043,LA,Grant Parish,31.597787,-92.561716
22045,LA,Iberia Parish,30.007127,-91.976784
22047,LA,Iberville Parish,30.270628,-91.365848
22049,LA,Jackson Parish,32.30429,-92.5617
22051,LA,Jefferson Parish,29.522281,-90.081001
22053,LA,Jefferson Davis Parish,30.269529,-92.816221
22055,LA,Lafayette Parish,30.206507,-92.06417
22057,LA,Lafourche Parish,29.491992,-90.394849
22059,LA,LaSalle Parish,31.680083,-92.161596
22061,LA,Lincoln Parish,32.601823,-92.662303
22063,LA,Livingston Parish,30.440419,-90.727474
22065,LA,Madison Parish,32.346878,-91.231932
22067,LA,Morehouse Parish,32.820008,-91.800399
22069,LA,Natchitoches Parish,31.732551,-93.082611
22071,LA,Orleans Parish,30.05342,-89.934502
22073,LA,Ouachita Parish,32.480932,-92.151581
22075,LA,Plaquemines Parish,29.282447,-89.576068
22077,LA,Pointe Coupee Parish,30.708319,-91.604621
22079,LA,Rapides Parish,31.193204,-92.535953
22081,LA,Red River Parish,32.101213,-93.34905
22083,LA,Richland Parish,32.413158,-91.748353
22085,LA,Sabine Parish,31.560402,-93.559579
22087,LA,St. Bernard Parish,29.91811,-89.263494
22089,LA,St. Charles Parish,29.905722,-90.357855
22091,LA,St. Helena Parish,30.822539,-90.708307
22093,LA,St. James Parish,30.024777,-90.793956
22095,LA,St. John the Baptist Parish,30.144068,-90.49096
22097,LA,St. Landry Parish,30.583441,-91.989274
22099,LA,St. Martin Parish,30.121433,-91.611481
22101,LA,St. Mary Parish,29.629349,-91.463804
22103,LA,St. Tammany Parish,30.410022,-89.951962
22105,LA,Tangipahoa Parish,30.621531,-90.40663
22107,LA,Tensas Parish,32.001489,-91.342576
22109,LA,Terrebonne Parish,29.334130000000002,-90.843674
22111,LA,Union Parish,32.829349,-92.37565
22113,LA,Vermilion Parish,29.789722,-92.291568
22115,LA,Vernon Parish,31.110563,-93.18152
22117,LA,Washington Parish,30.852144,-90.046253
22119,LA,Webster Parish,32.732152,-93.339825
22121,LA,West Baton Rouge Parish,30.464052,-91.309808
22123,LA,West Carroll Parish,32.79248,-91.451998
22125,LA,West Feliciana Parish,30.872701,-91.421008
22127,LA,Winn Parish,31.941187,-92.641269
23001,ME,Androscoggin County,44.167681,-70.207435
23003,ME,Aroostook County,46.709193,-68.612409
23005,ME,Cumberland County,43.808348,-70.330375
23007,ME,Franklin County,44.976724,-70.414935
23009,ME,Hancock County,44.564906,-68.370703
23011,ME,Kennebec County,44.417012,-69.765764
23013,ME,Knox County,44.042045,-69.038514
23015,ME,Lincoln County,43.994781,-69.513624
23017,ME,Oxford County,44.4945,-70.734421
23019,ME,Penobscot County,45.409284,-68.666616
23021,ME,Piscataquis County,45.915639,-69.102231
23023,ME,Sagadahoc County,43.916845,-69.844227
23025,ME,Somerset County,45.503646,-69.95611
23027,ME,Waldo County,44.505834,-69.138952
23029,ME,Washington County,44.967009,-67.609354
23031,ME,York County,43.426019,-70.668425
24001,MD,Allegany County,39.612313,-78.703104
24003,MD,Anne Arundel County,38.991617,-76.560894
24005,MD,Baltimore County,39.443167,-76.616569
24009,MD,Calvert County,38.522719,-76.529762
24011,MD,Caroline County,38.871531,-75.831662
